,Genre,ID,popularity,is_exp,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
39,rnb,6gx8YAvoqFT93HRwMqBOM5,66,False,Don't Come Easy,0.68,0.381,11,-10.084,0,0.225,0.862,3.72e-06,0.0985,0.215,71.448,4
40,rnb,3unsLiH5FXmaDWtT5Imolu,75,False,Fallin',0.653,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.982,3
41,rnb,3KUcJryOB8pwkBO3ffzzZD,60,False,Testify,0.669,0.424,7,-8.81,1,0.0356,0.737,3.79e-05,0.0973,0.566,179.862,4
42,rnb,5CJD51sC5P3Nf4U3D7AVc3,67,False,Midnight (with Tessa Thompson & Gunna ),0.796,0.603,7,-6.838,0,0.0502,0.395,0.00166,0.105,0.431,99.989,4
43,rnb,7pSn2j9BhIWMqmKDfhkbTQ,68,True,Solid,0.574,0.587,2,-6.565,0,0.066,0.0665,0.0,0.467,0.353,132.091,4
44,rnb,1BybndP1YgPEIk6WUnL6kT,62,True,Reckless,0.686,0.701,5,-5.702,0,0.0968,0.257,0.00281,0.088,0.605,173.994,4
45,rnb,0Jc9LPSM5xeZB1B6ssSnbB,55,False,Thank You 4 the Broken Heart 2.0,0.33,0.48,7,-9.709,0,0.265,0.462,0.0,0.113,0.398,65.131,4
46,rnb,6O30uFqAaR5bAAbnUMTUoZ,60,False,Way Too Far,0.519,0.469,7,-7.368,0,0.043,0.734,1.17e-05,0.247,0.114,92.868,4
47,rnb,6uxcCb3i0ijX0mMnvFBUhr,58,False,Me & You,0.776,0.41,6,-9.091,1,0.0393,0.836,0.00953,0.111,0.341,134.977,4
48,rnb,7dQeS4ErW1iWvnKdrtKwKr,68,True,Around Me,0.587,0.177,1,-12.522,1,0.0647,0.574,5.54e-05,0.097,0.125,75.039,4
49,rnb,1CXP50I9secwDGhAnwLD1P,64,True,Ride Good,0.645,0.57,5,-6.733,0,0.0605,0.094,0.0,0.133,0.409,157.048,4
50,rnb,3LmvfNUQtglbTrydsdIqFU,72,False,We Belong Together,0.838,0.469,0,-7.992,1,0.0835,0.0358,0.0,0.0928,0.778,139.975,4
51,rnb,0BTGqPIW9acmhhUmENkq5r,64,False,If You Love Me,0.687,0.583,7,-10.224,1,0.064,0.224,0.0,0.106,0.21,95.137,4
52,rnb,7tsRp7QKUBp6hc9bth0h7x,61,False,Don't Walk Away,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,4
53,rnb,3OZs6tgXsBmb3TWPn07YCF,59,False,"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",0.893,0.433,11,-5.88,0,0.396,0.33,0.0,0.395,0.675,86.01,4
54,rnb,4EUlszQIxlPwiHJ6e6j6Gy,61,False,Never Knew Love Like This Before,0.732,0.554,11,-13.553,1,0.0336,0.369,1.48e-06,0.0762,0.746,114.045,4
55,rnb,3ZpSFamHHJE4kL59IePR7P,49,False,Love Come Down,0.804,0.621,11,-7.317,1,0.0652,0.00601,0.00301,0.0433,0.903,117.274,4
56,rnb,3sRCesHh424gmCji7Fz9Gm,51,False,I Wonder If I Take You Home,0.844,0.647,7,-9.248,1,0.0877,0.0405,0.132,0.106,0.58,115.164,4
57,rnb,5lAH3vLN4Gc3jDM25cMIgH,55,False,Square Biz,0.772,0.925,2,-7.467,1,0.117,0.16,0.000114,0.415,0.717,113.607,4
58,rnb,2smHxX4ZmwamJ1Cu3BM3Os,50,False,Fool's Paradise,0.748,0.499,5,-14.177,0,0.0648,0.127,0.000107,0.116,0.845,100.262,4
59,rnb,4Jq5ea6oLv2WxP8QzvY2RT,42,False,The Glamorous Life - Club Edit,0.791,0.721,3,-12.218,0,0.0427,0.0256,0.0084,0.149,0.885,127.592,4
60,rnb,3n48NtvOovv1UMTA41zxMn,60,False,"Bad Girls - 12"" Version",0.872,0.873,2,-6.824,0,0.0374,0.00839,0.00568,0.451,0.97,120.378,4
61,rnb,3SnGymj6ijE2iuUfWxLo1q,62,False,I'm Coming Out,0.729,0.832,5,-9.168,1,0.0479,0.179,0.352,0.0806,0.758,110.116,4
62,rnb,1OppEieGNdItZbE14gLBEv,75,False,You Can't Hurry Love,0.486,0.725,10,-9.263,1,0.0661,0.344,0.0,0.0831,0.694,193.249,4
63,rnb,6Ndauo9gCxNjTfklsFYS7b,60,False,You're All I Need To Get By,0.513,0.448,11,-11.074,0,0.0325,0.135,0.0,0.0678,0.172,97.63,4
64,rnb,6y6KOwYsmPXhiOTayBpoBz,45,False,Walk on By,0.691,0.384,5,-9.097,1,0.0322,0.819,3.55e-06,0.0791,0.618,98.393,4
65,rnb,6jX5mso4x00c1EiNMrTU9U,69,False,Please Mr. Postman - Single Version,0.786,0.783,2,-5.191,1,0.0314,0.723,0.0,0.195,0.968,121.451,4
66,rnb,1xMhXZTBy7ijeYHEcroUzA,56,False,Nowhere To Run,0.61,0.825,2,-9.316,0,0.0515,0.117,0.00238,0.153,0.841,129.3,4
67,rnb,7arXVtGNJPa7aOHiKOeUsl,57,False,My Guy - Single Version,0.693,0.567,10,-8.639,1,0.0488,0.678,2.41e-06,0.163,0.916,126.441,4
68,rnb,0g9HUdFUfJxuOQ6gvnPi2t,39,False,Rescue Me - Single Version,0.73,0.574,7,-8.403,1,0.0319,0.585,2.88e-05,0.113,0.964,122.767,4
69,rnb,36uIXVbBZYTPaWgxUYupoK,43,False,Moment,0.558,0.514,7,-6.368,0,0.224,0.889,1.4e-06,0.0965,0.113,122.703,4
70,rnb,3MuGGKbW1ts6LOeWtsLI7p,45,False,No More,0.61,0.335,2,-10.814,1,0.156,0.831,0.0,0.112,0.211,79.903,4
71,rnb,5eICircAQT9O0gIlTzxf58,54,False,Nothing New,0.464,0.347,7,-8.847,0,0.048,0.241,0.0614,0.0977,0.556,150.028,4
72,rnb,41sipIkdafF8amrvP5FAGO,39,False,Places,0.657,0.406,5,-9.661,0,0.0331,0.0449,2.14e-05,0.543,0.654,84.0,4
73,rnb,6FyIQUmJRV78BNo7FGcN0P,51,False,Lost Cause//,0.832,0.545,4,-10.137,0,0.0706,0.151,0.157,0.15,0.511,115.994,4
74,rnb,42EtdFbaqfBokco4oSBWsH,53,False,Due West,0.304,0.635,6,-7.261,0,0.0793,0.46,0.0,0.206,0.156,78.785,4
75,rnb,1c57sAKlEMZyDXE89RgUWz,51,True,Someday,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
76,rnb,1i34efr3QGx3Z6Iq016jGY,43,False,Like U,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
77,rnb,3NsZEgicTC5JqUeuCsXQsC,51,False,Always Wonder,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
78,rnb,4luBGXcgpFQPPAtcF4zEdv,65,False,Erase,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
79,rnb,4TnjEaWOeW0eKTKIEvJyCa,68,False,Falling,-100000.0,-100000.0,-100000,-100000.0,-100000,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000
80,rnb,1hmmEVXb5YoH7GPdmWemXg,54,True,Spiral (feat. WYNNE),0.494,0.464,4,-7.766,0,0.0464,0.286,3.24e-06,0.121,0.144,166.942,4
81,rnb,6zWU7YALeEDMcPGhKKZJhV,71,False,Navajo,0.686,0.592,6,-7.398,0,0.26,0.114,1.16e-06,0.248,0.364,89.013,4
82,rnb,6wmvyRBDZ2RQ0BgT9QW5ki,41,False,Crowned,0.816,0.554,11,-5.472,0,0.0359,0.123,0.000489,0.138,0.946,130.019,4
83,rnb,5waEuhjLJ2B5gZwYNOb8lj,41,False,Free Again,0.601,0.635,4,-10.057,1,0.0718,0.378,0.00113,0.0728,0.689,170.924,5
84,rnb,4nXr5xqm40jt6uZqYUYVWl,48,True,Planet U,0.603,0.568,6,-10.799,0,0.258,0.286,0.00215,0.117,0.357,151.982,4
85,rnb,4zHC1zzSAV2xR7OlUqo2Oz,54,False,Nico's Red Truck,0.399,0.578,3,-3.298,0,0.0456,0.674,0.0,0.132,0.433,80.22,4
86,rnb,36YutBq4lokWfRAFXJ6qrF,64,False,Another Lifetime,0.529,0.322,9,-9.419,0,0.0436,0.444,1.34e-05,0.305,0.319,59.521,4
87,rnb,6OpU3cvY19M2hFxTbLKy5L,59,True,Juno,0.442,0.267,7,-12.857,1,0.0365,0.921,0.00026,0.148,0.116,120.075,4
88,rnb,2zFkjs4UbTXeAgfxWqm56U,36,False,Riverbed,0.78,0.517,0,-8.769,1,0.0916,0.604,0.00642,0.239,0.307,119.958,4
89,rnb,3f3vW2F2ZOOXPgKXL8Pg3h,54,False,KAYTRANADA_WAITIN_115 BPM,0.622,0.674,6,-7.097,0,0.0719,0.131,0.0,0.402,0.438,114.958,4
90,rnb,0UE0RhnRaEYsiYgXpyLoZc,64,False,Hallucinations,0.765,0.398,7,-8.993,0,0.037,0.0681,8.48e-06,0.14,0.348,95.976,4
91,rnb,4bsk2DaGmyhLhCeSXxmDuX,58,True,Story,0.754,0.367,4,-12.631,0,0.0952,0.482,6.73e-05,0.153,0.826,86.989,4
92,rnb,0KTvHwi5cDdZh86cpZztfu,66,False,Ottolenghi,0.752,0.584,7,-10.634,1,0.275,0.364,0.017,0.197,0.264,94.918,4
93,rnb,6ZFPfm1FQHoGekM7ywe10r,37,True,jealousy,0.626,0.562,11,-8.052,1,0.279,0.124,3.92e-05,0.163,0.521,141.836,4
94,rnb,2QLNDKL7hZyh2OZ8UL9WrV,60,False,Hope,0.413,0.227,5,-10.871,1,0.0756,0.411,0.0,0.0912,0.354,86.35,4
95,rnb,6u0dQik0aif7FQlrhycG1L,71,True,The Morning,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,4
96,rnb,2s9C5THb9llwyVXtjveV4E,67,False,Firefly,0.783,0.442,10,-9.215,1,0.131,0.431,1.5e-06,0.0529,0.448,109.973,4
97,rnb,2qR6bIsQ4PNTBRYVm6xHza,35,False,Inner G,0.594,0.696,11,-12.137,1,0.0621,0.0071,0.484,0.0868,0.333,170.089,4
98,rnb,6inzFkThegOcsjxWgn0AP8,44,False,Young Lost Love,0.292,0.321,11,-10.84,1,0.0394,0.945,0.389,0.691,0.0393,75.959,4
99,rnb,57tJJtDzZ8jt5AZDwQFhaZ,66,False,Would You,0.71,0.19,4,-11.137,1,0.0401,0.697,0.0,0.0788,0.495,105.14,4
100,hiphop,6ya8ejoKgw906Y8LWclqrp,75,True,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,4
101,hiphop,1wJRveJZLSb1rjhnUHQiv6,93,True,Swervin (feat. 6ix9ine),0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,4
102,hiphop,63cd4JkwGgYJrbOizbfmsp,92,True,Pure Water (with Migos),0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,4
103,hiphop,2IRZnDFmlqMuOrYOLnZZyc,95,True,Going Bad (feat. Drake),0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,4
104,hiphop,2JvzF1RMd7lE3KmFlsyZD8,96,True,MIDDLE CHILD,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,4
105,hiphop,6fIjnWrv46njJHLDAY2JdC,70,True,Dedication (feat. Kendrick Lamar),0.512,0.734,8,-5.448,0,0.438,0.431,0.0,0.226,0.168,93.995,4
106,hiphop,6vWEAOUSxohKxhp0K1BsxL,90,True,Mixed Personalities (feat. Kanye West),0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,4
107,hiphop,7pMRoGLEJuFM2wl5pt0R99,85,True,Legacy (feat. Travis Scott & 21 Savage),0.844,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,4
108,hiphop,1ThmUihH9dF8EV08ku5AXN,88,True,Faucet Failure,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,4
109,hiphop,0NJp8GyCOWnQh71xKSPfuV,84,True,Freaky,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,4
110,hiphop,2t8yVaLvJ0RenpXUIAC52d,92,True,a lot,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
111,hiphop,2MJdgSby3DtSS7bUJx2cly,85,True,Red Room,0.936,0.559,7,-8.591,0,0.158,0.479,0.0,0.129,0.517,112.339,4
112,hiphop,6eiztdXRkooWsBt2xToMWI,85,True,Make Believe,0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981,4
113,hiphop,1fewSx2d5KIZ04wsooEBOz,87,True,Space Cadet (feat. Gunna),0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4
114,hiphop,4ZT9FnbFu1PaBfV3itxiqT,87,True,i,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,4
115,hiphop,0fcq51a3gOI6gPvzc0YLsk,81,True,Wow. - Remix,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,4
116,hiphop,39xWBHPM4E9MwzEy5gbM7p,69,True,Last Time That I Checc'd (feat. YG),0.711,0.746,1,-4.224,1,0.253,0.0289,0.0,0.371,0.279,96.024,4
117,hiphop,577YBGuskWkVDCxZrLRB4v,86,True,Pure Cocaine,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,4
118,hiphop,6Hj9jySrnFppAI0sEMCZpJ,90,True,Robbery,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,5
119,hiphop,05t7JMip6JrLuSrMV5yYjX,87,True,Envy Me,0.556,0.481,11,-7.663,1,0.313,0.282,0.0,0.216,0.581,149.025,4
120,hiphop,2MShy1GSSgbmGUxADNIao5,84,True,Calling My Spirit,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,4
121,hiphop,6GSkLS2y4ZnnZsuRAj975K,84,True,Project Dreams,0.78,0.828,8,-2.235,1,0.237,0.409,0.0,0.104,0.786,160.113,4
122,hiphop,3KLo7ByvjCNyBrfz5DZ2mO,80,True,Splashin,0.94,0.384,10,-8.158,1,0.574,0.00322,0.0,0.0908,0.37,100.022,4
123,hiphop,32iPykTXUNZ9oGyACGUybq,80,True,How Did I Get Here (feat. J. Cole),0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,4
124,hiphop,4dTiQezDWmEOWcdCbWVWMp,83,True,Numb Numb Juice,0.886,0.47,6,-7.756,0,0.458,0.00122,3.36e-05,0.121,0.184,156.997,4
125,hiphop,4bi9YrkOvmg4Eb7h00AW2c,79,True,Fall Threw (feat. Young Thug & Gunna),0.864,0.652,8,-6.815,0,0.462,0.0219,0.0,0.224,0.692,75.988,4
126,hiphop,3J5YrOvX2A0EA0j4BARQ9o,82,True,Look Back At It,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,4
127,hiphop,3oh6SCCeLuXhFpEyepla6G,92,True,Thotiana,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,4
128,hiphop,51w9Jbat1pLeWINGCpnQUR,84,True,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,4
129,hiphop,3WRIaWsws011vHMd9uzPjG,83,True,First Off (feat. Travis Scott),0.734,0.683,1,-6.105,1,0.0776,0.013,0.0,0.28,0.445,162.038,4
130,hiphop,4gJUBncw0XCMTBHneTjqGx,76,True,Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),0.833,0.639,8,-5.162,1,0.274,0.131,0.0,0.0463,0.843,142.011,4
131,hiphop,3BXXkwyhsHM0EPApHMhQC5,81,True,Speed It Up,0.912,0.587,7,-7.395,1,0.0582,0.0394,0.01,0.111,0.435,143.027,4
132,hiphop,74lnM5V6ecvoTPV0fvptx9,84,True,Nuketown (feat. Juice WRLD),0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,4
133,hiphop,4hqOmrCCJKyiuwDexd8c2t,69,True,Price On My Head (feat. The Weeknd),0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,4
134,hiphop,25F6MWrnFBCXVnpN4n76EK,86,True,Keanu Reeves,0.71,0.888,2,-6.457,1,0.235,0.0591,0.0,0.134,0.816,170.193,4
135,hiphop,6Z4rmc0uujCpl8yXe3yjgI,81,True,Whip (feat. Travis Scott),0.793,0.399,7,-7.428,1,0.0951,0.12,0.0,0.124,0.0379,121.949,4
136,hiphop,3wLtYwtqvKK2ewelSVPeDK,76,True,Die Young,0.688,0.656,4,-5.541,0,0.276,0.218,0.0,0.115,0.365,160.414,4
137,hiphop,6fIMvZ2JA9kuQG8IuDgWMM,77,True,Have Mercy,0.772,0.385,0,-8.037,0,0.324,0.0309,0.0,0.647,0.362,137.962,4
138,hiphop,7wcyO1rrH3Ru4t659IjG41,82,True,Crushed Up,0.781,0.597,10,-6.794,0,0.23,0.0415,0.0,0.152,0.544,158.043,4
139,hiphop,4dAMdQ6g4kGmnc1MDHsg77,80,True,Shotta Flow,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,4
140,hiphop,1AtJv3Zzf4DA9UfX822V6D,69,True,Baby 8,0.656,0.675,1,-9.476,1,0.44,0.0303,0.0,0.344,0.475,162.839,4
141,hiphop,4EnEGf9JzAJhF1XNY9DJcD,70,True,"West Coast (feat. Blueface, ALLBLACK & YG)",0.882,0.775,10,-4.986,1,0.334,0.0738,0.0,0.701,0.805,98.023,4
142,hiphop,6uSSupG4TMu3vW8QgynAB6,85,True,Startender (feat. Offset and Tyga),0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,4
143,hiphop,4eIT2gZ0WZyJpgfmoD6saJ,82,True,Act Up,0.938,0.638,8,-4.696,1,0.188,0.0171,0.0,0.111,0.313,97.07,4
144,hiphop,6PRh0ilIMEP1xlUHqalnkD,79,True,Put a Date On It (feat. Lil Baby),0.835,0.659,4,-5.696,1,0.31,0.0123,0.0,0.372,0.579,129.93,4
145,hiphop,5AjINjwKyRvQJhSe2zpPHi,81,True,Pop Out (feat. Lil TJay),0.861,0.621,1,-7.106,1,0.362,0.121,0.0,0.0689,0.254,83.976,4
146,hiphop,1q9jq5X5vwmewjOa2mHtQ1,79,True,Same Yung Nigga (feat. Playboi Carti),0.852,0.568,1,-9.202,0,0.344,0.183,0.0,0.0993,0.504,81.526,4
147,hiphop,2Jh3UqxnHJMyzMzku4uOtE,81,True,Feeling,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,4
148,hiphop,0hCHNYL8ApQCGNwJrYN1FY,80,True,Bad Girls (feat. Gucci Mane),0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,4
149,hiphop,4KXDT3pmPDB9IB6hTUoGpd,75,True,I Like Girls (feat. Lil Skies),0.702,0.77,1,-3.519,1,0.229,0.343,0.0,0.157,0.735,178.163,4
150,hiphop,45of8inTeSajYwPmTzHRRa,64,True,Watch Me - Remix,0.72,0.895,2,-1.047,1,0.0852,0.00412,1.13e-05,0.622,0.407,130.009,4
151,hiphop,3yqhrpvG25PVXaLvmvnUcX,61,True,Sex Talk,0.908,0.77,0,-6.285,1,0.394,0.132,0.0,0.107,0.591,139.93,4
152,hiphop,02aZqt8SqHScHM7A7zYOh0,62,True,My Town (feat. Giggs),0.89,0.465,8,-6.387,1,0.0671,0.0514,3.02e-06,0.499,0.132,131.984,4
153,hiphop,7D4vuOIW97ZT5UzTdIRFK5,59,True,I’ma Go Crazy,0.725,0.646,1,-6.954,1,0.229,0.0821,0.0,0.101,0.255,90.082,4
154,hiphop,3EikYy40GMSp8l5mDV6IQo,80,True,Foot Fungus,0.881,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.953,4
155,hiphop,72XxzjvIBR0TKljL0ETcGQ,67,True,Nowhere To Run,0.721,0.645,4,-5.577,0,0.158,0.0878,0.00228,0.073,0.718,183.372,4
156,hiphop,1bLbbmA7EtM58UccsgozFT,60,True,W2Leezy,0.715,0.51,6,-6.943,0,0.0566,0.509,0.0,0.0832,0.542,139.997,4
